"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtExposure","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","GrLivArea","BedroomAbvGr","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","PavedDrive","WoodDeckSF","PoolArea","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","SalePrice","NewBuild","BSmtFinSFComb","TotalArea","TotalBaths","PorchSF","Neigh_Cat","AgeCat","LastSold","RemodelFromCat","SeasonSale","GarageScore","OverallScore","ExterScore","KitchenScore","GarageGrade"
67,"20","RL",78,19900,"Pave","None","Reg","Lvl",4,"Inside",1,"PosA","Norm","1Fam","1Story",7,5,"Gable","CompShg","Plywood","Plywood","BrkFace",287,3,"CBlock",5,1035,1947,"GasA",3,2,4,0,2207,3,7,4,1,5,"Attchd",3,2,3,301,0,1,"None",0,"WD","Normal",180000,0,912,4154,3,0,2,3,0,2,3,16,35,9,3,2304
68,"20","RL",72,10665,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,4,"PConc",4,440,1453,"GasA",5,2,4,0,1479,3,7,5,0,1,"Attchd",3,2,3,144,0,1,"None",0,"WD","Normal",226000,0,1013,2932,3,29,3,4,3,1,3,16,35,12,4,2232
69,"30","RM",47,4608,"Pave","None","Reg","Lvl",4,"Corner",1,"Artery","Norm","1Fam","1Story",4,6,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",2,747,747,"GasA",3,2,4,0,747,2,4,5,0,1,"Attchd",2,1,3,0,0,1,"None",0,"WD","Normal",80000,0,0,1494,1,0,2,2,0,2,3,16,24,12,3,880
70,"50","RL",81,15593,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1.5Fin",7,4,"Gable","CompShg","BrkFace","AsbShng","None",0,4,"CBlock",2,701,1304,"GasW",3,2,4,0,2287,3,7,5,1,4,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",225000,0,603,3591,2,135,4,2,4,1,3,16,28,12,3,2668
71,"20","RL",95,13651,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",7,6,"Gable","CompShg","Plywood","Plywood","BrkFace",1115,3,"CBlock",5,343,2223,"GasA",5,2,4,0,2223,3,8,5,2,5,"Attchd",4,2,3,300,0,1,"None",0,"WD","Normal",244000,0,1880,4446,3,0,2,3,3,1,1,16,42,12,3,2064
72,"20","RL",69,7599,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",4,6,"Gable","CompShg","HdBoard","Plywood","None",0,3,"CBlock",2,280,845,"GasA",3,2,4,0,845,2,4,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",129500,0,565,1690,2,0,2,3,3,5,3,16,24,9,3,1440
73,"60","RL",74,10141,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,3,"PConc",2,832,832,"GasA",4,2,4,0,1718,3,7,5,1,4,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",185000,0,0,2550,2.5,385,3,3,1,1,1,16,35,9,3,1708
74,"20","RL",85,10200,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,3,"CBlock",2,404,1086,"GasA",4,2,4,0,1086,3,6,5,0,1,"Attchd",2,2,3,0,0,3,"None",0,"WD","Normal",144900,0,682,2172,2,0,2,2,0,4,3,16,35,9,3,1960
75,"50","RM",60,5790,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",3,6,"Gambrel","CompShg","VinylSd","VinylSd","None",0,4,"CBlock",2,840,840,"GasA",4,1,4,0,1605,3,8,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",107400,0,0,2445,2,202,2,1,0,2,3,16,18,16,6,1516
76,"180","RM",21,1596,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Twnhs","SLvl",4,5,"Gable","CompShg","CemntBd","CmentBd","None",0,3,"CBlock",5,0,462,"GasA",3,2,4,0,988,2,5,5,0,1,"BuiltIn",2,1,3,120,0,3,"None",0,"WD","Normal",91000,0,462,1450,2,101,1,3,1,1,1,16,20,9,3,1188
77,"20","RL",70,8475,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,7,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",2,724,952,"GasA",5,2,3,0,952,2,4,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",135750,0,228,1904,1,0,2,2,2,1,2,16,28,9,3,1132
78,"50","RM",50,8635,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,295,672,"GasA",3,2,4,0,1285,2,6,4,0,1,"Detchd",2,1,3,0,0,4,"None",0,"WD","Normal",127000,0,377,1957,2,0,2,2,2,4,1,16,25,9,3,960
79,"90","RL",72,10778,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Duplex","1Story",4,5,"Hip","CompShg","HdBoard","HdBoard","None",0,3,"CBlock",2,1768,1768,"GasA",3,1,4,0,1768,4,8,5,0,1,"None",1,0,3,0,0,1,"None",0,"WD","Normal",136500,0,0,3536,2,0,2,2,0,1,2,1,20,9,6,0
80,"50","RM",60,10440,"Pave","Grvl","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"PConc",2,440,440,"GasA",4,2,4,0,1230,2,5,5,0,1,"Detchd",2,2,3,74,0,4,"None",0,"WD","Normal",110000,0,0,1670,1.5,128,2,1,1,2,3,16,30,9,3,1760
81,"60","RL",100,13000,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",6,6,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,3,"CBlock",2,448,896,"GasA",3,2,4,0,2142,4,8,5,1,5,"Attchd",4,1,3,0,0,1,"None",0,"WD","Normal",193500,0,448,3038,2.5,324,2,2,1,1,3,16,36,12,4,2036
82,"120","RM",32,4500,"Pave","None","Reg","Lvl",4,"FR2",1,"Norm","Norm","TwnhsE","1Story",6,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,3,"PConc",2,36,1237,"GasA",5,2,4,0,1337,2,5,5,0,1,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",153500,0,1201,2574,3,199,2,3,4,1,2,16,30,12,3,1620
83,"20","RL",78,10206,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",468,3,"PConc",2,1530,1563,"GasA",5,2,4,0,1563,3,6,5,1,5,"Attchd",3,3,3,144,0,1,"None",0,"WD","Normal",245000,1,33,3126,2,99,4,4,2,6,2,16,40,9,4,3032
84,"20","RL",80,8892,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,3,"CBlock",2,1065,1065,"GasA",4,2,4,0,1065,3,6,5,0,1,"Detchd",2,2,3,74,0,1,"None",0,"COD","Normal",126500,0,0,2130,1.5,0,2,2,3,1,3,16,25,9,3,1844
85,"80","RL",60,8530,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","SLvl",7,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",22,3,"PConc",2,384,384,"GasA",4,2,4,0,1474,3,7,5,1,4,"BuiltIn",4,2,3,120,0,1,"Shed",700,"WD","Normal",168500,0,0,1858,2.5,72,3,3,1,3,3,16,35,9,3,1600
86,"60","RL",121,16059,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",8,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",284,4,"CBlock",2,1288,1288,"GasA",5,2,4,0,2417,4,9,5,1,4,"Attchd",2,2,3,127,0,1,"None",0,"WD","Normal",260000,0,0,3705,2.5,82,5,3,4,3,2,16,40,12,4,1848
87,"60","RL",122,11911,"Pave","None","IR2","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",4,684,684,"GasA",5,2,4,0,1560,3,6,5,1,5,"BuiltIn",4,2,3,100,0,1,"None",0,"WD","Normal",174000,0,0,2244,2.5,38,3,4,1,1,2,16,30,12,4,1600
88,"160","FV",40,3951,"Pave","Pave","Reg","Lvl",4,"Corner",1,"Norm","Norm","TwnhsE","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","Stone",76,4,"PConc",4,612,612,"GasA",5,2,4,0,1224,2,4,5,0,1,"Detchd",3,2,3,0,0,1,"None",0,"New","Partial",164500,1,0,1836,2.5,234,4,4,1,6,3,16,30,12,4,2112
89,"50","C (all)",105,8470,"Pave","None","IR1","Lvl",4,"Corner",1,"Feedr","Feedr","1Fam","1.5Fin",3,2,"Hip","CompShg","Plywood","Plywood","None",0,2,"CBlock",2,1013,1013,"GasA",3,1,4,513,1526,2,6,5,0,1,"None",1,0,1,0,0,4,"None",0,"ConLD","Abnorml",85000,0,0,2539,1,156,1,1,1,2,2,1,6,4,2,0
90,"20","RL",60,8070,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,402,990,"GasA",5,2,4,0,990,3,5,5,0,1,"None",1,0,3,0,0,1,"None",0,"WD","Normal",123600,0,588,1980,2,0,3,3,3,3,2,1,20,9,3,0
91,"20","RL",60,7200,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","BrkFace","Wd Sdng","None",0,3,"Slab",1,0,0,"GasA",3,2,3,0,1040,2,4,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",109900,0,0,1040,1,29,2,2,4,1,3,16,20,9,3,1680
92,"20","RL",85,8500,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,3,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,3,"CBlock",2,635,1235,"GasA",3,2,4,0,1235,2,6,5,0,1,"Attchd",2,2,3,0,0,3,"None",0,"WD","Abnorml",98600,0,600,2470,1,0,2,2,4,1,1,16,15,9,3,1920
93,"30","RL",80,13360,"Pave","Grvl","IR1","HLS",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,163,876,"GasA",5,2,4,0,964,2,5,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",163500,0,713,1840,2,44,4,1,1,5,2,16,35,12,3,1728
94,"190","C (all)",60,7200,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","2fmCon","2.5Unf",6,6,"Hip","CompShg","MetalSd","MetalSd","None",0,3,"BrkTil",3,168,1214,"GasW",5,1,4,0,2291,4,9,5,1,5,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",133900,0,1046,3505,2.5,99,2,1,3,3,1,16,36,9,6,2024
95,"60","RL",69,9337,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,176,824,"GasA",5,2,4,0,1786,3,7,5,0,1,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",204750,0,648,2610,3.5,162,3,3,3,1,3,16,30,12,4,2736
96,"60","RL",60,9765,"Pave","None","IR2","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",6,8,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,5,"PConc",2,370,680,"GasA",4,2,4,0,1470,3,6,5,1,4,"BuiltIn",4,2,3,232,0,1,"Shed",480,"WD","Normal",185000,0,310,2150,2.5,63,3,3,1,1,2,16,48,20,3,1680
97,"20","RL",78,10264,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,4,"PConc",4,426,1588,"GasA",5,2,4,0,1588,3,6,5,0,1,"Attchd",3,2,3,158,0,1,"None",0,"WD","Normal",214000,0,1162,3176,2,29,3,3,4,1,2,16,35,12,4,1888
98,"20","RL",73,10921,"Pave","None","Reg","HLS",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",48,3,"CBlock",2,440,960,"GasA",3,2,3,0,960,3,6,5,0,1,"Attchd",4,1,2,120,0,1,"None",0,"WD","Normal",94750,0,520,1920,2,0,2,2,3,1,3,16,20,9,3,1728
99,"30","RL",85,10625,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,350,458,"GasA",2,1,4,0,835,2,5,5,0,1,"Basment",2,1,3,0,0,1,"Shed",400,"COD","Abnorml",83000,0,108,1293,1,77,2,1,0,2,3,12,25,9,3,1098
100,"20","RL",77,9320,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","Plywood","Plywood","None",0,3,"CBlock",2,381,950,"GasA",2,2,4,0,1225,3,6,5,0,1,"None",1,0,3,352,0,1,"Shed",400,"WD","Normal",128950,0,569,2175,2.5,0,2,2,0,1,1,1,20,9,3,0
101,"20","RL",68,10603,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,7,"Gable","CompShg","Plywood","Plywood","BrkFace",28,3,"PConc",3,410,1610,"GasA",4,2,4,0,1610,3,6,5,2,4,"Attchd",3,2,3,168,0,1,"None",0,"WD","Normal",205000,0,1200,3220,3,68,3,3,0,4,1,16,42,9,4,1920
102,"60","RL",77,9206,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",336,4,"CBlock",2,741,741,"GasA",3,2,4,0,1732,3,7,5,1,4,"Attchd",4,2,3,192,0,1,"None",0,"WD","Normal",178000,0,0,2473,2.5,46,3,3,0,1,3,16,30,12,4,1904
103,"90","RL",64,7018,"Pave","None","Reg","Bnk",4,"Inside",1,"Norm","Norm","Duplex","1Story",5,5,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"Slab",1,0,0,"GasA",3,2,4,0,1535,4,8,5,0,1,"Attchd",2,2,3,0,0,1,"None",0,"WD","Alloca",118964,0,0,1535,2,0,3,3,1,1,3,16,25,6,6,1640
104,"20","RL",94,10402,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,1226,1226,"GasA",5,2,4,0,1226,3,6,5,0,1,"Attchd",3,3,3,0,0,1,"None",0,"WD","Normal",198900,1,0,2452,2,36,3,4,0,6,3,16,35,9,4,2960
105,"50","RM",60,7758,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1.5Fin",7,4,"Gable","CompShg","Stucco","Stucco","BrkFace",600,3,"PConc",2,816,1040,"GasA",5,2,3,0,1818,4,7,5,2,4,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",169500,0,224,2858,1.5,184,1,1,3,2,3,16,28,6,3,960
106,"60","FV",75,9375,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",768,4,"PConc",2,1053,1053,"GasA",5,2,4,0,1992,3,9,5,1,5,"Attchd",3,2,3,140,0,1,"None",0,"WD","Normal",250000,0,0,3045,2.5,45,4,4,2,4,2,16,40,12,4,2592
107,"30","RM",60,10800,"Pave","Grvl","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,7,"Mansard","CompShg","VinylSd","VinylSd","None",0,3,"BrkTil",2,641,641,"GasA",4,2,4,0,1047,2,6,5,0,1,"Detchd",2,1,1,0,0,1,"Shed",450,"WD","Normal",1e+05,0,0,1688,1,0,2,1,3,3,2,9,28,9,3,819
108,"20","RM",50,6000,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",2,516,789,"GasA",5,2,4,0,789,2,5,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Partial",115000,0,273,1578,1,0,2,2,2,2,2,16,25,9,3,1000
109,"50","RM",85,8500,"Pave","None","Reg","Lvl",4,"Corner",1,"Artery","Norm","1Fam","1.5Fin",5,7,"Gable","CompShg","CemntBd","CmentBd","None",0,3,"CBlock",2,793,793,"GasW",3,1,3,0,1517,3,7,5,0,1,"None",1,0,1,0,0,1,"None",0,"WD","Normal",115000,0,0,2310,2,144,1,1,3,5,2,1,35,9,2,0
110,"20","RL",105,11751,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,6,"Hip","CompShg","Plywood","Plywood","BrkFace",480,3,"CBlock",2,1139,1844,"GasA",5,2,4,0,1844,3,7,5,1,4,"Attchd",3,2,3,0,0,4,"None",0,"COD","Normal",190000,0,705,3688,2,122,3,3,0,1,1,16,36,9,3,2184
111,"50","RL",75,9525,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",6,4,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,550,994,"GasA",4,2,4,0,1855,4,7,5,0,1,"Attchd",2,1,3,182,0,1,"None",0,"WD","Normal",136900,0,444,2849,2,0,2,2,4,2,2,16,24,9,3,1300
112,"80","RL",50,7750,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","SLvl",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,134,384,"GasA",5,2,4,0,1430,3,7,5,1,4,"BuiltIn",4,2,3,180,0,1,"None",0,"WD","Normal",180000,0,250,1814,2.5,0,3,3,0,1,2,16,35,9,3,1600
113,"60","RL",77,9965,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","Stone",220,4,"PConc",4,280,1264,"GasA",5,2,4,0,2696,4,10,5,1,5,"BuiltIn",4,3,3,120,0,1,"None",0,"New","Partial",383970,1,984,3960,3.5,352,3,4,3,6,2,16,35,12,5,3168
114,"20","RL",115,21000,"Pave","None","Reg","Bnk",4,"Corner",1,"Norm","Norm","1Fam","1Story",6,5,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",184,3,"CBlock",3,905,1809,"GasA",3,2,4,0,2259,3,7,5,2,5,"Basment",2,2,3,166,0,4,"None",0,"COD","Abnorml",217000,0,904,4068,3,312,4,2,3,1,2,16,30,12,4,1800
115,"70","RL",61,7259,"Pave","None","IR1","Lvl",4,"Inside",2,"Norm","Norm","1Fam","2Story",6,8,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,104,1028,"GasA",5,2,4,0,2320,3,9,5,1,4,"Detchd",2,1,3,224,0,4,"None",0,"WD","Normal",259500,0,924,3348,3.5,0,4,2,3,4,3,16,48,9,4,720
116,"160","FV",34,3230,"Pave","Pave","Reg","Lvl",4,"Corner",1,"Norm","Norm","TwnhsE","2Story",6,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",1129,3,"PConc",2,310,729,"GasA",4,2,4,0,1458,2,5,5,1,3,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",176000,0,419,2187,2.5,32,4,3,3,1,3,16,30,9,3,1760
117,"20","RL",74,11616,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",116,3,"CBlock",2,252,1092,"GasA",3,2,4,0,1092,3,6,5,1,2,"Attchd",2,1,3,0,0,1,"None",0,"WD","Normal",139000,0,840,2184,1.5,164,2,2,1,1,2,16,25,9,3,1152
118,"20","RL",74,8536,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,1125,1125,"GasA",4,2,4,0,1125,2,5,5,0,1,"Attchd",2,2,3,80,0,1,"None",0,"New","Partial",155000,1,0,2250,1.5,64,2,4,3,5,2,16,25,9,3,1720
119,"60","RL",90,12376,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",7,5,"Hip","CompShg","Plywood","Plywood","None",0,3,"PConc",3,203,1673,"GasA",4,2,4,0,3222,5,11,5,2,4,"Attchd",2,3,3,367,0,1,"None",0,"WD","Normal",320000,0,1470,4895,4,0,3,3,0,1,3,16,35,9,4,2376
120,"60","RL",65,8461,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",2,728,728,"GasA",5,2,4,0,1456,3,8,5,1,5,"Attchd",4,2,3,0,0,1,"None",0,"New","Partial",163990,1,0,2184,2.5,24,3,4,4,5,3,16,30,12,4,1560
121,"80","RL",100,21453,"Pave","None","IR1","Low",4,"CulDSac",3,"Norm","Norm","1Fam","SLvl",6,5,"Flat","Metal","Plywood","Plywood","None",0,3,"CBlock",5,0,938,"GasA",5,2,4,0,988,1,4,5,2,4,"Attchd",2,2,3,0,0,1,"None",0,"WD","Normal",180000,0,938,1926,2,260,4,2,4,1,2,16,30,9,3,2160
122,"50","RM",50,6060,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",4,5,"Gable","CompShg","AsbShng","AsbShng","None",0,3,"PConc",2,732,732,"GasA",4,2,4,0,1123,3,4,5,0,1,"Detchd",2,1,2,0,0,4,"None",0,"WD","Normal",1e+05,0,0,1855,1,140,1,1,3,2,3,16,20,9,3,1056
123,"20","RL",75,9464,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",6,7,"Hip","CompShg","MetalSd","MetalSd","BrkFace",135,3,"CBlock",2,510,1080,"GasA",4,2,4,0,1080,3,5,5,0,1,"Attchd",2,1,3,0,0,1,"None",0,"WD","Normal",136000,0,570,2160,1,130,2,2,2,1,3,16,42,12,3,1152
124,"120","RL",55,7892,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",6,5,"Gable","CompShg","Plywood","Plywood","None",0,4,"PConc",2,899,1199,"GasA",5,2,4,0,1199,2,5,5,0,1,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",153900,0,300,2398,2,63,3,3,2,1,2,16,30,12,4,2120
125,"20","RL",48,17043,"Pave","None","IR1","Lvl",4,"CulDSac",1,"Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"CBlock",2,1362,1362,"GasA",3,2,4,0,1586,3,7,5,1,4,"Attchd",2,2,3,192,0,1,"None",0,"WD","Normal",181000,0,0,2948,2,0,3,3,1,3,1,16,30,12,3,1740
126,"190","RM",60,6780,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","2fmCon","1.5Fin",6,8,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"CBlock",4,30,520,"GasA",4,1,4,234,754,2,5,5,0,1,"None",1,0,1,53,0,1,"None",0,"WD","Normal",84500,0,490,1274,2,0,1,1,4,2,3,1,48,6,3,0
127,"120","RL",32,4928,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",6,5,"Gable","CompShg","Plywood","Plywood","None",0,3,"CBlock",2,958,1078,"GasA",3,2,4,0,958,2,5,5,1,4,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",128000,0,120,2036,2,205,2,3,3,1,1,16,30,9,3,1760
128,"45","RM",55,4388,"Pave","None","IR1","Bnk",4,"Inside",1,"Feedr","Norm","1Fam","1.5Unf",5,7,"Gable","CompShg","WdShing","Wd Sdng","None",0,3,"BrkTil",2,556,672,"GasA",5,2,4,0,840,3,5,5,1,4,"None",1,0,1,0,0,1,"None",0,"WD","Normal",87000,0,116,1512,1,0,2,1,3,2,3,1,35,12,3,0
129,"60","RL",69,7590,"Pave","None","Reg","Lvl",4,"Inside",1,"PosN","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",266,3,"CBlock",2,148,660,"GasA",3,2,4,0,1348,3,6,5,1,3,"Attchd",3,2,3,188,0,1,"None",0,"WD","Normal",155000,0,512,2008,1.5,108,2,2,4,1,3,16,30,9,3,1812
130,"20","RL",69,8973,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","Plywood","Plywood","BrkFace",85,3,"CBlock",2,413,1008,"GasA",3,2,3,0,1053,3,6,5,0,1,"2Types",3,2,3,0,0,2,"None",0,"WD","Abnorml",150000,0,595,2061,2,260,2,2,4,3,3,16,35,9,5,3000
131,"60","RL",88,14200,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",7,6,"Gable","CompShg","MetalSd","MetalSd","BrkFace",309,3,"CBlock",2,479,924,"GasA",5,2,4,0,2157,4,8,5,2,5,"Attchd",4,2,3,105,0,5,"None",0,"WD","Normal",226000,0,445,3081,2.5,66,2,2,4,1,3,16,42,9,4,1948
132,"60","RL",74,12224,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,4,"PConc",2,297,992,"GasA",5,2,4,0,2054,3,7,5,1,4,"BuiltIn",3,2,3,24,0,1,"None",0,"WD","Normal",244000,0,695,3046,3.5,48,3,3,1,1,3,16,30,12,4,1560
133,"20","RL",75,7388,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",2,658,1063,"GasA",4,2,4,0,1327,3,7,5,0,1,"Detchd",2,2,3,0,0,1,"None",0,"WD","Normal",150750,0,405,2390,2,0,2,2,3,4,3,16,30,9,4,2496
134,"20","RL",65,6853,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136,4,"PConc",2,262,1267,"GasA",5,2,4,0,1296,2,6,5,0,1,"Attchd",4,2,3,192,0,1,"None",0,"WD","Normal",220000,0,1005,2563,3,25,4,4,1,4,3,16,40,12,4,1884
135,"20","RL",78,10335,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","Plywood","Plywood","None",0,3,"CBlock",2,891,1461,"GasA",4,2,4,0,1721,3,7,4,1,4,"Attchd",3,2,3,0,0,4,"None",0,"WD","Normal",180000,0,570,3182,2.5,276,2,2,4,3,3,16,30,9,3,1760
